,condition,correct,correct_response,exp_stage,key_press,possible_responses,rt,stim_color,stim_word,trial_type,worker_id
stroop_2_14,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",773,red,green,poldrack-categorize,s006
stroop_2_16,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",689,blue,green,poldrack-categorize,s006
stroop_2_18,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",948,green,green,poldrack-categorize,s006
stroop_2_20,incongruent,0.0,71.0,practice,82.0,"[66, 71, 82]",695,green,red,poldrack-categorize,s006
stroop_2_22,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",710,blue,red,poldrack-categorize,s006
stroop_2_24,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",806,red,blue,poldrack-categorize,s006
stroop_2_26,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",666,red,blue,poldrack-categorize,s006
stroop_2_28,incongruent,0.0,71.0,practice,66.0,"[66, 71, 82]",850,green,blue,poldrack-categorize,s006
stroop_2_30,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",786,green,blue,poldrack-categorize,s006
stroop_2_32,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",967,blue,blue,poldrack-categorize,s006
stroop_2_34,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",484,blue,red,poldrack-categorize,s006
stroop_2_36,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",519,blue,blue,poldrack-categorize,s006
stroop_2_38,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",863,red,green,poldrack-categorize,s006
stroop_2_40,congruent,0.0,71.0,practice,66.0,"[66, 71, 82]",820,green,green,poldrack-categorize,s006
stroop_2_42,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",857,red,red,poldrack-categorize,s006
stroop_2_44,congruent,0.0,71.0,practice,66.0,"[66, 71, 82]",1132,green,green,poldrack-categorize,s006
stroop_2_46,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1103,red,red,poldrack-categorize,s006
stroop_2_48,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",623,red,red,poldrack-categorize,s006
stroop_2_50,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",689,green,green,poldrack-categorize,s006
stroop_2_53,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",701,blue,green,poldrack-categorize,s006
stroop_2_55,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",602,red,red,poldrack-categorize,s006
stroop_2_57,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",494,green,red,poldrack-categorize,s006
stroop_2_59,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",732,red,blue,poldrack-categorize,s006
stroop_2_61,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",699,blue,green,poldrack-categorize,s006
stroop_2_63,incongruent,0.0,71.0,test,82.0,"[66, 71, 82]",645,green,red,poldrack-categorize,s006
stroop_2_65,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",828,blue,blue,poldrack-categorize,s006
stroop_2_67,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",797,blue,red,poldrack-categorize,s006
stroop_2_69,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",630,red,green,poldrack-categorize,s006
stroop_2_71,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",946,blue,green,poldrack-categorize,s006
stroop_2_73,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",853,green,blue,poldrack-categorize,s006
stroop_2_75,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",985,blue,blue,poldrack-categorize,s006
stroop_2_77,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",627,blue,red,poldrack-categorize,s006
stroop_2_79,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",642,red,green,poldrack-categorize,s006
stroop_2_81,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",688,blue,green,poldrack-categorize,s006
stroop_2_83,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",810,green,blue,poldrack-categorize,s006
stroop_2_85,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1134,green,green,poldrack-categorize,s006
stroop_2_87,incongruent,0.0,82.0,test,-1.0,"[66, 71, 82]",-1,red,blue,poldrack-categorize,s006
stroop_2_89,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",965,green,green,poldrack-categorize,s006
stroop_2_91,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",984,blue,green,poldrack-categorize,s006
stroop_2_93,incongruent,0.0,82.0,test,-1.0,"[66, 71, 82]",-1,red,green,poldrack-categorize,s006
stroop_2_95,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",496,red,red,poldrack-categorize,s006
stroop_2_97,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",636,blue,green,poldrack-categorize,s006
stroop_2_99,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",828,blue,blue,poldrack-categorize,s006
stroop_2_101,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",813,green,blue,poldrack-categorize,s006
stroop_2_103,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",647,red,red,poldrack-categorize,s006
stroop_2_105,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",881,green,red,poldrack-categorize,s006
stroop_2_107,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",585,blue,blue,poldrack-categorize,s006
stroop_2_109,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",775,green,red,poldrack-categorize,s006
stroop_2_111,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",650,red,green,poldrack-categorize,s006
stroop_2_113,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",894,red,blue,poldrack-categorize,s006
stroop_2_115,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",595,blue,red,poldrack-categorize,s006
stroop_2_117,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",652,green,green,poldrack-categorize,s006
stroop_2_119,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",630,green,red,poldrack-categorize,s006
stroop_2_121,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",542,blue,blue,poldrack-categorize,s006
stroop_2_123,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",600,green,green,poldrack-categorize,s006
stroop_2_125,incongruent,0.0,82.0,test,66.0,"[66, 71, 82]",869,red,blue,poldrack-categorize,s006
stroop_2_127,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",911,green,blue,poldrack-categorize,s006
stroop_2_129,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1249,blue,blue,poldrack-categorize,s006
stroop_2_131,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",653,blue,green,poldrack-categorize,s006
stroop_2_133,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",453,blue,blue,poldrack-categorize,s006
stroop_2_135,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",451,blue,blue,poldrack-categorize,s006
stroop_2_137,congruent,0.0,71.0,test,82.0,"[66, 71, 82]",927,green,green,poldrack-categorize,s006
stroop_2_139,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",929,green,blue,poldrack-categorize,s006
stroop_2_141,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",676,blue,blue,poldrack-categorize,s006
stroop_2_143,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",898,red,red,poldrack-categorize,s006
stroop_2_145,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",549,green,green,poldrack-categorize,s006
stroop_2_147,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",932,green,blue,poldrack-categorize,s006
stroop_2_149,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",711,red,red,poldrack-categorize,s006
stroop_2_151,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",645,blue,red,poldrack-categorize,s006
stroop_2_153,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",880,red,red,poldrack-categorize,s006
stroop_2_155,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",973,red,blue,poldrack-categorize,s006
stroop_2_157,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",816,blue,blue,poldrack-categorize,s006
stroop_2_159,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",928,green,red,poldrack-categorize,s006
stroop_2_161,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",680,blue,green,poldrack-categorize,s006
stroop_2_163,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",650,red,green,poldrack-categorize,s006
stroop_2_165,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",988,blue,red,poldrack-categorize,s006
stroop_2_167,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",815,green,blue,poldrack-categorize,s006
stroop_2_169,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",840,red,green,poldrack-categorize,s006
stroop_2_171,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",701,green,red,poldrack-categorize,s006
stroop_2_173,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",680,green,green,poldrack-categorize,s006
stroop_2_175,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",787,red,red,poldrack-categorize,s006
stroop_2_177,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1051,red,green,poldrack-categorize,s006
stroop_2_179,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",494,green,green,poldrack-categorize,s006
stroop_2_181,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",519,green,green,poldrack-categorize,s006
stroop_2_183,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1314,red,green,poldrack-categorize,s006
stroop_2_185,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1126,green,red,poldrack-categorize,s006
stroop_2_187,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",658,red,red,poldrack-categorize,s006
stroop_2_189,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",553,green,green,poldrack-categorize,s006
stroop_2_191,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",894,red,blue,poldrack-categorize,s006
stroop_2_193,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",661,green,green,poldrack-categorize,s006
stroop_2_195,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",565,red,red,poldrack-categorize,s006
stroop_2_197,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1343,green,blue,poldrack-categorize,s006
stroop_2_199,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1245,red,blue,poldrack-categorize,s006
stroop_2_201,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",379,blue,blue,poldrack-categorize,s006
stroop_2_203,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",518,blue,blue,poldrack-categorize,s006
stroop_2_205,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",719,red,red,poldrack-categorize,s006
stroop_2_207,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",833,blue,blue,poldrack-categorize,s006
stroop_2_209,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",726,red,red,poldrack-categorize,s006
stroop_2_211,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",709,red,red,poldrack-categorize,s006
stroop_2_213,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",753,red,red,poldrack-categorize,s006
stroop_2_215,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1107,blue,red,poldrack-categorize,s006
stroop_2_217,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",785,green,green,poldrack-categorize,s006
stroop_2_219,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1342,blue,blue,poldrack-categorize,s006
stroop_2_221,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",817,blue,blue,poldrack-categorize,s006
stroop_2_223,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1082,red,blue,poldrack-categorize,s006
stroop_2_225,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1076,blue,red,poldrack-categorize,s006
stroop_2_227,congruent,0.0,71.0,test,-1.0,"[66, 71, 82]",-1,green,green,poldrack-categorize,s006
stroop_2_229,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",364,green,green,poldrack-categorize,s006
stroop_2_231,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",481,green,green,poldrack-categorize,s006
stroop_2_233,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",833,blue,red,poldrack-categorize,s006
stroop_2_235,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",652,red,red,poldrack-categorize,s006
stroop_2_237,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",606,red,red,poldrack-categorize,s006
stroop_2_239,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",724,blue,blue,poldrack-categorize,s006
stroop_2_241,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",695,red,red,poldrack-categorize,s006
stroop_2_243,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",828,green,green,poldrack-categorize,s006
stroop_3_4,incongruent,0.0,71.0,practice,-1.0,"[66, 71, 82]",-1,green,blue,poldrack-categorize,s007
stroop_3_6,incongruent,0.0,66.0,practice,82.0,"[66, 71, 82]",1069,blue,red,poldrack-categorize,s007
stroop_3_8,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1456,blue,green,poldrack-categorize,s007
stroop_3_10,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",975,green,green,poldrack-categorize,s007
stroop_3_12,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",685,red,green,poldrack-categorize,s007
stroop_3_14,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",974,blue,blue,poldrack-categorize,s007
stroop_3_16,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",960,red,blue,poldrack-categorize,s007
stroop_3_18,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",663,green,green,poldrack-categorize,s007
stroop_3_20,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1112,red,red,poldrack-categorize,s007
stroop_3_22,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",790,blue,blue,poldrack-categorize,s007
stroop_3_24,incongruent,0.0,71.0,practice,82.0,"[66, 71, 82]",732,green,blue,poldrack-categorize,s007
stroop_3_26,congruent,1.0,71.0,practice,71.0,"[66, 71, 82]",915,green,green,poldrack-categorize,s007
stroop_3_28,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",776,red,red,poldrack-categorize,s007
stroop_3_30,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1298,green,red,poldrack-categorize,s007
stroop_3_32,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",1026,red,blue,poldrack-categorize,s007
stroop_3_34,congruent,0.0,71.0,practice,82.0,"[66, 71, 82]",1043,green,green,poldrack-categorize,s007
stroop_3_36,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1032,blue,blue,poldrack-categorize,s007
stroop_3_38,congruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1201,blue,blue,poldrack-categorize,s007
stroop_3_40,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",901,red,red,poldrack-categorize,s007
stroop_3_42,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",1158,blue,red,poldrack-categorize,s007
stroop_3_44,incongruent,1.0,66.0,practice,66.0,"[66, 71, 82]",885,blue,green,poldrack-categorize,s007
stroop_3_46,congruent,1.0,82.0,practice,82.0,"[66, 71, 82]",953,red,red,poldrack-categorize,s007
stroop_3_48,incongruent,1.0,82.0,practice,82.0,"[66, 71, 82]",930,red,green,poldrack-categorize,s007
stroop_3_50,incongruent,1.0,71.0,practice,71.0,"[66, 71, 82]",1318,green,red,poldrack-categorize,s007
stroop_3_53,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1484,blue,blue,poldrack-categorize,s007
stroop_3_55,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",905,red,green,poldrack-categorize,s007
stroop_3_57,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1445,green,blue,poldrack-categorize,s007
stroop_3_59,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1093,red,green,poldrack-categorize,s007
stroop_3_61,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1093,blue,blue,poldrack-categorize,s007
stroop_3_63,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",990,blue,green,poldrack-categorize,s007
stroop_3_65,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1372,red,blue,poldrack-categorize,s007
stroop_3_67,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1328,green,green,poldrack-categorize,s007
stroop_3_69,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1044,green,green,poldrack-categorize,s007
stroop_3_71,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",882,green,red,poldrack-categorize,s007
stroop_3_73,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",896,red,green,poldrack-categorize,s007
stroop_3_75,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",912,red,green,poldrack-categorize,s007
stroop_3_77,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1290,green,blue,poldrack-categorize,s007
stroop_3_79,incongruent,0.0,71.0,test,-1.0,"[66, 71, 82]",-1,green,red,poldrack-categorize,s007
stroop_3_81,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",699,green,green,poldrack-categorize,s007
stroop_3_83,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",827,blue,blue,poldrack-categorize,s007
stroop_3_85,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1025,green,red,poldrack-categorize,s007
stroop_3_87,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",996,green,green,poldrack-categorize,s007
stroop_3_89,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",991,green,blue,poldrack-categorize,s007
stroop_3_91,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",802,blue,blue,poldrack-categorize,s007
stroop_3_93,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",706,blue,blue,poldrack-categorize,s007
stroop_3_95,incongruent,0.0,71.0,test,-1.0,"[66, 71, 82]",-1,green,blue,poldrack-categorize,s007
stroop_3_97,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",821,red,blue,poldrack-categorize,s007
stroop_3_99,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",922,red,red,poldrack-categorize,s007
stroop_3_101,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1179,red,red,poldrack-categorize,s007
stroop_3_103,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",895,red,red,poldrack-categorize,s007
stroop_3_105,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1239,blue,blue,poldrack-categorize,s007
stroop_3_107,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",637,blue,green,poldrack-categorize,s007
stroop_3_109,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",883,green,red,poldrack-categorize,s007
stroop_3_111,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",916,red,red,poldrack-categorize,s007
stroop_3_113,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",860,red,blue,poldrack-categorize,s007
stroop_3_115,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1104,green,green,poldrack-categorize,s007
stroop_3_117,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1015,red,red,poldrack-categorize,s007
stroop_3_119,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1178,red,red,poldrack-categorize,s007
stroop_3_121,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1004,green,red,poldrack-categorize,s007
stroop_3_123,incongruent,0.0,66.0,test,-1.0,"[66, 71, 82]",-1,blue,green,poldrack-categorize,s007
stroop_3_125,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",786,red,red,poldrack-categorize,s007
stroop_3_127,incongruent,0.0,71.0,test,66.0,"[66, 71, 82]",1121,green,red,poldrack-categorize,s007
stroop_3_129,incongruent,0.0,82.0,test,-1.0,"[66, 71, 82]",-1,red,blue,poldrack-categorize,s007
stroop_3_131,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",586,red,green,poldrack-categorize,s007
stroop_3_133,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",851,blue,blue,poldrack-categorize,s007
stroop_3_135,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",825,blue,green,poldrack-categorize,s007
stroop_3_137,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",749,red,red,poldrack-categorize,s007
stroop_3_139,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",975,red,blue,poldrack-categorize,s007
stroop_3_141,congruent,0.0,66.0,test,-1.0,"[66, 71, 82]",-1,blue,blue,poldrack-categorize,s007
stroop_3_143,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",611,blue,blue,poldrack-categorize,s007
stroop_3_145,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",1219,red,red,poldrack-categorize,s007
stroop_3_147,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1124,blue,green,poldrack-categorize,s007
stroop_3_149,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",750,blue,blue,poldrack-categorize,s007
stroop_3_151,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",962,blue,blue,poldrack-categorize,s007
stroop_3_153,congruent,0.0,71.0,test,82.0,"[66, 71, 82]",1065,green,green,poldrack-categorize,s007
stroop_3_155,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",864,red,blue,poldrack-categorize,s007
stroop_3_157,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1225,blue,green,poldrack-categorize,s007
stroop_3_159,incongruent,0.0,71.0,test,82.0,"[66, 71, 82]",1354,green,blue,poldrack-categorize,s007
stroop_3_161,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",957,red,red,poldrack-categorize,s007
stroop_3_163,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",708,green,green,poldrack-categorize,s007
stroop_3_165,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",746,red,red,poldrack-categorize,s007
stroop_3_167,incongruent,0.0,66.0,test,71.0,"[66, 71, 82]",842,blue,red,poldrack-categorize,s007
stroop_3_169,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",704,blue,blue,poldrack-categorize,s007
stroop_3_171,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",790,blue,blue,poldrack-categorize,s007
stroop_3_173,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",830,blue,red,poldrack-categorize,s007
stroop_3_175,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",989,blue,red,poldrack-categorize,s007
stroop_3_177,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",861,red,red,poldrack-categorize,s007
stroop_3_179,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1027,blue,red,poldrack-categorize,s007
stroop_3_181,congruent,1.0,82.0,test,82.0,"[66, 71, 82]",878,red,red,poldrack-categorize,s007
stroop_3_183,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",932,red,green,poldrack-categorize,s007
stroop_3_185,congruent,0.0,71.0,test,82.0,"[66, 71, 82]",956,green,green,poldrack-categorize,s007
stroop_3_187,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1278,blue,green,poldrack-categorize,s007
stroop_3_189,incongruent,0.0,71.0,test,-1.0,"[66, 71, 82]",-1,green,blue,poldrack-categorize,s007
stroop_3_191,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",999,green,green,poldrack-categorize,s007
stroop_3_193,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",879,green,green,poldrack-categorize,s007
stroop_3_195,incongruent,1.0,82.0,test,82.0,"[66, 71, 82]",1031,red,blue,poldrack-categorize,s007
stroop_3_197,incongruent,1.0,66.0,test,66.0,"[66, 71, 82]",1339,blue,red,poldrack-categorize,s007
stroop_3_199,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1090,green,blue,poldrack-categorize,s007
stroop_3_201,congruent,1.0,66.0,test,66.0,"[66, 71, 82]",1418,blue,blue,poldrack-categorize,s007
stroop_3_203,incongruent,1.0,71.0,test,71.0,"[66, 71, 82]",1042,green,blue,poldrack-categorize,s007
stroop_3_205,congruent,1.0,71.0,test,71.0,"[66, 71, 82]",1018,green,green,poldrack-categorize,s007
